ID_TA,Number of Reviews
d10833572,9.0
d4559233,16.0
d743871,2.0
d720141,317.0
d2722817,71.0
d10637638,16.0
d12462827,nan
d8064866,29.0
d12320797,nan
d2280549,743.0
d10351453,5.0
d7380449,31.0
d9606685,21.0
d7312311,21.0
d4975083,23.0
d10064140,41.0
d5953062,15.0
d10476981,11.0
d2615439,40.0
d2412570,782.0
d11715119,4.0
d12329809,57.0
d1342374,3.0
d3832461,30.0
d1326621,52.0
d1344076,nan
d7735259,3.0
d11798271,7.0
d4975685,399.0
d6110023,53.0
d3928107,10.0
d7323044,10.0
d804132,114.0
d2367638,468.0
d6697993,2.0
d3228899,2.0
d1330647,13.0
d7123289,8.0
d1037202,11.0
d9739399,18.0
d12081671,5.0
d5433044,88.0
d13295128,nan
d7599891,44.0
d6946626,33.0
d5965198,6.0
d10140442,4.0
d4769130,67.0
d10872622,5.0
d3524241,228.0
d12029148,2.0
d6547132,1869.0
d2173632,182.0
d7350681,10.0
d11814544,41.0
d2010552,228.0
d2452959,4.0
d8658548,9.0
d12430654,7.0
d7386774,42.0
d10127360,6.0
d10371886,3.0
d2542234,98.0
d3975181,57.0
d3167330,10.0
d12126435,2.0
d1092847,74.0
d1511435,82.0
d8311142,40.0
d6453710,7.0
d10275170,295.0
d12827427,44.0
d10370461,31.0
d9702226,2.0
d9800765,8.0
d7983639,22.0
d12242250,17.0
d12006428,55.0
d12534160,23.0
d10842731,4.0
d3163870,37.0
d12320624,nan
d814325,678.0
d1122251,139.0
d7114413,nan
d11888127,126.0
d3484286,129.0
d2293754,507.0
d2436494,4.0
d2313349,112.0
d712860,214.0
d9761884,18.0
d12219032,3.0
d4348520,41.0
d718808,362.0
d6624139,324.0
d11666528,9.0
d12429900,2.0
d10353194,nan
d12153318,3.0
d7618751,11.0
d10167356,5.0
d1955392,168.0
d2579325,60.0
d4130896,5.0
d6457417,38.0
d9858659,37.0
d8293129,8.0
d2697526,127.0
d7898135,58.0
d12289536,5.0
d7363768,13.0
d1044879,2.0
d5449455,59.0
d7972345,301.0
d1124043,22.0
d10535725,17.0
d13198098,2.0
d7602654,28.0
d1156406,88.0
d720854,564.0
d2054609,90.0
d12501954,10.0
d10245501,22.0
d10349924,51.0
d5122240,10.0
d5791692,19.0
d6999302,1260.0
d1529367,896.0
d12902091,3.0
d6570873,15.0
d3199685,41.0
d2455526,356.0
d12710899,2.0
d6206439,4.0
d4996392,38.0
d11717846,6.0
d7322916,4.0
d1221074,71.0
d2437418,172.0
d12658595,5.0
d1553246,29.0
d7062912,2.0
d10343526,83.0
d10782595,126.0
d8597789,22.0
d7218192,21.0
d8462268,24.0
d8549744,18.0
d5790597,50.0
d2533779,400.0
d3534943,107.0
d10804305,12.0
d11722138,772.0
d988017,53.0
d2364056,179.0
d1057734,296.0
d7182364,102.0
d4374882,34.0
d4167812,17.0
d10594026,2.0
d12695389,3.0
d6657041,10.0
d2105843,285.0
d12362311,nan
d1753682,24.0
d12874613,6.0
d3709262,12.0
d2522863,365.0
d5121709,107.0
d7928491,2.0
d4310307,8.0
d10279811,11.0
d5454315,13.0
d12345579,10.0
d2430596,255.0
d8829706,77.0
d5954987,8.0
d8773599,4.0
d7705243,7.0
d11626818,12.0
d8512325,27.0
d13313748,nan
d8339884,3.0
d3786252,162.0
d5523648,5.0
d3138611,19.0
d982434,76.0
d694987,131.0
d9976903,27.0
d794381,62.0
d11789667,6.0
d5617412,21.0
d2109465,43.0
d7648266,23.0
d5614387,19.0
d5572666,136.0
d3952411,34.0
d11909286,nan
d2079600,97.0
d5778615,3.0
d12281216,54.0
d7163010,452.0
d4794365,6.0
d7923634,7.0
d3188347,128.0
d8854162,12.0
d8485661,29.0
d740047,29.0
d10459861,7.0
d9791240,25.0
d2555416,97.0
d12965808,20.0
d997477,76.0
d1951350,102.0
d2206632,161.0
d8795076,27.0
d5430075,17.0
d719676,227.0
d2315873,81.0
d5795706,10.0
d12945716,nan
d7342038,97.0
d12272530,142.0
d12010937,31.0
d1942846,138.0
d4224555,26.0
d4420200,5.0
d10390233,14.0
d8460513,5.0
d10306024,61.0
d7648895,2.0
d1987667,936.0
d12992848,24.0
d7795629,55.0
d1516414,666.0
d9986789,2.0
d8659092,30.0
d7063561,47.0
d12715546,8.0
d13153502,nan
d10733279,5.0
d5768322,49.0
d8803532,27.0
d1319054,6.0
d7694431,8.0
d10467593,34.0
d12430838,14.0
d1846865,31.0
d5851186,28.0
d1035363,50.0
d3158629,21.0
d3179634,199.0
d8460858,19.0
d12110810,11.0
d7790604,17.0
d3767778,111.0
d12927485,16.0
d2339817,189.0
d11659467,3.0
d12952756,38.0
d7595472,18.0
d12105033,12.0
d5809915,8.0
d7398458,24.0
d3954158,29.0
d2086809,58.0
d5017981,144.0
d8489842,6.0
d983883,40.0
d9708421,26.0
d10366423,70.0
d12795805,nan
d10146069,5.0
d5568809,63.0
d12906509,3.0
d11517000,33.0
d8274263,3.0
d1221392,88.0
d12652927,2.0
d3874973,35.0
d7212464,2263.0
d2242295,544.0
d5614323,67.0
d6813396,4.0
d3872976,93.0
d11729216,nan
d6614670,nan
d13002809,nan
d13279564,6.0
d1155691,1613.0
d10525684,18.0
d6950371,43.0
d1981691,325.0
d5851755,nan
d8543091,nan
d12165690,37.0
d4881597,2.0
d742374,12.0
d7112337,64.0
d10353848,20.0
d12827739,4.0
d2399615,344.0
d3702626,153.0
d4698842,86.0
d2324300,1967.0
d810024,564.0
d3862697,48.0
d8341149,3.0
d8291195,78.0
d7277877,30.0
d12374297,3.0
d5795714,105.0
d997413,5.0
d1102207,39.0
d6819290,63.0
d10770025,9.0
d3830678,25.0
d11870452,2.0
d8473529,4.0
d4763411,58.0
d947851,234.0
d2481352,210.0
d2657883,207.0
d718175,227.0
d9563519,64.0
d3536663,3.0
d10387423,9.0
d7331853,194.0
d1011902,187.0
d9848583,nan
d12696327,4.0
d6728709,220.0
d5936514,2.0
d7124163,4.0
d3469308,nan
d3670386,231.0
d10224705,5.0
d2212830,688.0
d1533715,625.0
d8036318,5.0
d10335975,18.0
d11955462,7.0
d2339833,106.0
d1967937,10.0
d2330048,368.0
d13222001,nan
d694903,933.0
d5972277,5.0
d2085518,683.0
d5815067,51.0
d4814835,6.0
d4416131,75.0
d3294088,63.0
d4132641,59.0
d711199,494.0
d11719569,66.0
d8007549,29.0
d5890468,6.0
d2167546,14.0
d4221331,44.0
d7235059,199.0
d2650297,11.0
d3820558,78.0
d3709521,12.0
d3820561,5.0
d3962069,20.0
d716273,nan
d12631693,52.0
d9750250,4.0
d12460814,18.0
d717364,708.0
d6154367,6.0
d1012765,222.0
d2142639,14.0
d3722593,496.0
d10666594,264.0
d10771996,5.0
d7303687,23.0
d2483870,4.0
d5977224,22.0
d5776111,14.0
d3831228,12.0
d7933300,14.0
d7596075,46.0
d7124245,8.0
d7158954,51.0
d12232232,27.0
d2018918,1803.0
d11965831,5.0
d6920779,38.0
d4424392,129.0
d3692055,61.0
d11859178,65.0
d11587018,90.0
d11885319,17.0
d10454629,36.0
d4954802,35.0
d12812177,27.0
d10209098,37.0
d720564,59.0
d10024931,193.0
d802389,79.0
d12915944,nan
d4883948,48.0
d967259,34.0
d5768890,53.0
d987918,19.0
d4680351,17.0
d4867329,17.0
d12423080,2.0
d795730,3.0
d2419605,66.0
d12956550,nan
d6360248,3.0
d7695263,6.0
d12154798,2.0
d10805589,nan
d3865420,22.0
d7026017,51.0
d7082788,74.0
d12946443,nan
d12715574,8.0
d8625995,26.0
d12687410,7.0
d2252619,181.0
d10470568,4.0
d4040719,94.0
d2475570,111.0
d2642179,15.0
d12413109,76.0
d7368884,5.0
d1471826,6.0
d8819179,16.0
d5863923,nan
d12563132,5.0
d13284225,nan
d1336322,250.0
d4976406,72.0
d5448194,95.0
d7047318,12.0
d4084875,nan
d12789860,4.0
d5818397,4.0
d7112143,nan
d11674463,8.0
d5798267,7.0
d4170378,63.0
d3331521,217.0
d11726266,152.0
d1979100,98.0
d2529760,108.0
d1113256,110.0
d3682414,64.0
d7145971,74.0
d3335530,4.0
d8120878,11.0
d12878787,nan
d7319177,nan
d7991198,126.0
d720866,195.0
d9601144,4.0
d1149422,30.0
d5770272,24.0
d8771801,6.0
d5029560,42.0
d10832770,116.0
d3412439,131.0
d1337931,68.0
d8476034,45.0
d4437197,96.0
d12170617,5.0
d1359693,18.0
d7233646,8.0
d12185528,3.0
d2339794,33.0
d2484729,11.0
d7193135,nan
d743445,479.0
d718330,2.0
d1478395,228.0
d817079,60.0
d8778165,17.0
d6869259,54.0
d2621761,221.0
d6160350,144.0
d4470925,48.0
d10795704,12.0
d11760107,11.0
d718696,742.0
d3781342,121.0
d11837651,7.0
d10766081,nan
d10195297,45.0
d8311075,158.0
d3318783,36.0
d12569102,2.0
d3958689,81.0
d10892763,5.0
d4148547,2.0
d7365708,8.0
d5922033,37.0
d12453232,51.0
d8472692,nan
d4297505,18.0
d7361468,6.0
d5506565,3.0
d5975844,111.0
d966340,200.0
d7395345,45.0
d9829853,31.0
d2697718,21.0
d1942896,452.0
d3902898,14.0
d694933,217.0
d8806051,3.0
d4737261,49.0
d4469008,16.0
d3171649,50.0
d1336358,42.0
d2302318,257.0
d720552,255.0
d12731044,2.0
d3383257,274.0
d12848754,2.0
d4052719,24.0
d3173342,44.0
d8424304,5.0
d11721669,7.0
d3320289,476.0
d9712051,40.0
d10785249,9.0
d10465840,5.0
d4267945,42.0
d1337250,10.0
d5771798,nan
d6719566,21.0
d5615764,2.0
d11905219,44.0
d753124,24.0
d2061142,nan
d1579946,1383.0
d4913173,2.0
d4275084,12.0
d3210721,3.0
d10688729,9.0
d7852161,248.0
d1091107,7.0
d1043902,2.0
d10250663,2.0
d13140471,3.0
d5776260,12.0
d9803694,219.0
d5884445,15.0
d4371283,339.0
d3607221,19.0
d8144395,52.0
d3292794,90.0
d11829473,3.0
d6973245,9.0
d1381985,26.0
d3316076,63.0
d3188675,61.0
d8591083,75.0
d8842542,5.0
d5519160,nan
d5598307,2.0
d711786,61.0
d13171766,nan
d12981885,nan
d10127378,80.0
d12634218,16.0
d2517227,5.0
d2435461,13.0
d1491990,127.0
d4686415,25.0
d2642759,9.0
d3461265,28.0
d3581921,18.0
d10643612,6.0
d12600274,3.0
d5609129,10.0
d8096903,27.0
d1569743,66.0
d4041458,124.0
d7123713,14.0
d12180474,2.0
d1467522,128.0
d2196262,141.0
d11659366,nan
d3530204,690.0
d9466853,93.0
d7214109,2.0
d9595660,46.0
d12967083,3.0
d1942853,520.0
d1730584,95.0
d3339968,61.0
d12653033,nan
d13405584,nan
d6179979,10.0
d8818940,22.0
d4495568,4.0
d2545598,38.0
d10424867,18.0
d3683591,270.0
d9976943,16.0
d2401233,139.0
d6557654,25.0
d7267884,72.0
d11643557,3.0
d3675014,13.0
d10127857,114.0
d7123945,3.0
d10266752,9.0
d4420500,8.0
d6418528,8.0
d7606956,12.0
d3506670,15.0
d10588064,26.0
d2264696,161.0
d7740054,4.0
d8135374,19.0
d2074979,719.0
d8393259,2.0
d11794142,46.0
d3619115,153.0
d4431481,45.0
d12049022,55.0
d11811515,2.0
d7604669,487.0
d1487036,251.0
d7953786,407.0
d4216693,247.0
d5234147,448.0
d2561148,198.0
d2330043,90.0
d10134584,118.0
d1349279,3.0
d7297513,17.0
d2068586,12.0
d5529076,2.0
d4354158,230.0
d3158621,89.0
d8073370,8.0
d10139416,21.0
d7130540,40.0
d12924002,4.0
d8279573,33.0
d9729056,28.0
d9455564,256.0
d10199792,209.0
d5269952,182.0
d8606830,nan
d6701352,41.0
d896632,10.0
d8390628,30.0
d5795647,nan
d8674537,4.0
d8363899,nan
d987843,13.0
d1337302,159.0
d1358501,36.0
d2155196,17.0
d3164974,52.0
d6892267,31.0
d719226,833.0
d6701242,47.0
d6878324,82.0
d4560436,28.0
d11356048,21.0
d1993009,3317.0
d2445125,95.0
d12321557,5.0
d777432,1225.0
d1360717,514.0
d1316326,25.0
d8406998,50.0
d2500493,905.0
d2090817,13.0
d1310463,32.0
d2084920,10.0
d10507352,85.0
d8563265,4.0
d7714122,26.0
d10723369,17.0
d9452774,4.0
d12802847,5.0
d952060,64.0
d11921779,2.0
d779904,68.0
d7390449,295.0
d8497146,715.0
d11962459,15.0
d1842255,42.0
d4560701,37.0
d2449551,93.0
d8423393,43.0
d5960434,587.0
d5508763,363.0
d8591577,2.0
d10109712,632.0
d7345691,62.0
d733316,229.0
d1118623,202.0
d11714557,10.0
d7002198,46.0
d7629600,2.0
d9585526,nan
d12558554,6.0
d10188827,11.0
d8338696,19.0
d3954077,34.0
d7786973,17.0
d1093012,83.0
d4509956,11.0
d11882712,6.0
d7810947,141.0
d694994,749.0
d10630678,3.0
d7917743,37.0
d3660907,21.0
d12141618,44.0
d12436717,nan
d8290994,10.0
d10594859,17.0
d11880647,3.0
d9604558,35.0
d12218715,2.0
d11180559,63.0
d8463049,2.0
d10044337,6.0
d1381384,nan
d795139,16.0
d7589424,76.0
d731451,7.0
d3399797,264.0
d1034216,4.0
d7812101,10.0
d3384827,15.0
d11949762,16.0
d2044205,67.0
d734353,483.0
d8594150,17.0
d8040805,25.0
d11929438,27.0
d5646230,152.0
d8449363,61.0
d5793617,22.0
d6368823,57.0
d2445573,134.0
d742679,119.0
d9566724,13.0
d10256995,3.0
d9452941,10.0
d2533800,72.0
d5264258,118.0
d8091745,216.0
d2178516,127.0
d6970749,160.0
d6583028,19.0
d5793161,5.0
d5518213,232.0
d13121108,2.0
d4431407,26.0
d12479716,12.0
d5817299,nan
d7742875,92.0
d7123545,nan
d10701915,55.0
d12959772,nan
d958928,1469.0
d8807807,nan
d13149199,nan
d7725841,113.0
d3707071,121.0
d10637125,9.0
d6878766,34.0
d11935433,3.0
d786907,642.0
d1421257,17.0
d5820228,834.0
d3207154,159.0
d5984644,26.0
d6637530,2.0
d7273516,92.0
d4128416,301.0
d4042520,10.0
d991046,66.0
d10133858,2.0
d6507881,10.0
d1034597,113.0
d2159384,610.0
d5890111,99.0
d4221369,13.0
d10757829,42.0
d10202812,42.0
d858136,12.0
d10735753,9.0
d4413078,289.0
d6656585,69.0
d7101577,52.0
d8385612,158.0
d1111389,220.0
d13135742,nan
d7934744,25.0
d2261629,13.0
d795391,273.0
d740569,1032.0
d3678820,154.0
d3506751,160.0
d3155613,239.0
d2257766,17.0
d3162621,301.0
d8374612,8.0
d9793676,11.0
d10029993,17.0
d1044764,2.0
d6974093,16.0
d7304438,9.0
d5768344,nan
d6509649,2.0
d991479,20.0
d6354369,30.0
d3947874,3.0
d4782632,3.0
d8697126,4.0
d2510538,150.0
d8765537,6.0
d2058396,109.0
d1145770,78.0
d12959621,3.0
d1148193,1682.0
d10443002,3.0
d1037259,3.0
d5949295,6.0
d5430364,88.0
d7124048,nan
d786071,1246.0
d8078237,12.0
d12495310,14.0
d7123524,26.0
d4546445,90.0
d7296396,2.0
d6019064,76.0
d795872,120.0
d5484863,4.0
d10034042,4.0
d4414602,27.0
d6697947,691.0
d9789616,13.0
d719046,362.0
d4745698,9.0
d1198597,32.0
d12511970,3.0
d697289,274.0
d3721317,17.0
d13163694,3.0
d3446818,264.0
d1038845,45.0
d9458279,4.0
d1075887,135.0
d7291587,24.0
d2437347,10.0
d13292606,nan
d1015462,78.0
d7595737,94.0
d11808372,3.0
d1014758,1899.0
d2235105,166.0
d7145806,472.0
d10521072,3.0
d4598950,104.0
d9784836,59.0
d5259750,121.0
d718207,21.0
d730483,83.0
d9789966,284.0
d5122118,2.0
d6898762,8.0
d12607833,3.0
d1763898,131.0
d10061528,2.0
d6840662,115.0
d6733437,459.0
d1319523,73.0
d4042578,27.0
d4768318,123.0
d5603221,13.0
d12688607,2.0
d1088975,288.0
d8645885,142.0
d9726129,134.0
d3618380,73.0
d11933039,nan
d2341374,100.0
d1323759,41.0
d12207829,16.0
d3163425,46.0
d6360264,341.0
d5220176,50.0
d7824116,35.0
d2709368,136.0
d10696507,4.0
d10201111,293.0
d3374771,nan
d10425898,9.0
d1137237,4.0
d5081412,2.0
d7285433,85.0
d7123975,31.0
d1464660,58.0
d10108860,nan
d8419890,312.0
d12694862,nan
d3707424,64.0
d6634190,1005.0
d12326729,9.0
d799663,70.0
d12255574,9.0
d3749484,58.0
d1504821,954.0
d4770740,78.0
d8357740,72.0
d10508351,23.0
d10496201,nan
d7652383,30.0
d11750322,31.0
d7154784,54.0
d7160793,50.0
d3683233,10.0
d715403,106.0
d3572873,102.0
d12170352,8.0
d6219763,324.0
d990773,96.0
d712428,46.0
d2017215,26.0
d7322111,17.0
d1977489,9.0
d8671958,3.0
d6002003,71.0
d5794940,18.0
d12641821,2.0
d2239141,2.0
d7124338,96.0
d8073176,170.0
d5958954,3.0
d12570030,67.0
d6775975,7.0
d1937593,216.0
d8730151,22.0
d812425,38.0
d805474,nan
d5121446,nan
d13173318,9.0
d6978705,7.0
d4262037,78.0
d2718591,36.0
d12430901,20.0
d6610557,51.0
d11917918,16.0
d3366439,196.0
d10538275,52.0
d8777827,3.0
d3309252,205.0
d2410321,168.0
d5778726,2.0
d733257,114.0
d1475669,338.0
d719061,21.0
d5894341,40.0
d9607221,5.0
d2175555,335.0
d6844624,75.0
d12954701,2.0
d11705579,15.0
d11852937,19.0
d12460313,17.0
d1133691,587.0
d6428033,4.0
d3498695,13.0
d3682303,286.0
d12658903,24.0
d694319,14.0
d12248538,7.0
d8873314,79.0
d7993596,50.0
d4912897,36.0
d5529357,17.0
d4132603,101.0
d6819273,1204.0
d1917352,835.0
d753327,80.0
d9772877,16.0
d10692433,18.0
d7205454,64.0
d783834,32.0
d12697799,14.0
d8055130,137.0
d1039565,160.0
d1081666,107.0
d2529354,276.0
d4271941,2.0
d1129601,104.0
d10209970,35.0
d4351910,242.0
d11865739,52.0
d5439486,30.0
d10357129,nan
d3464626,7.0
d4096785,128.0
d7805066,6.0
d3512248,69.0
d720252,26.0
d7813713,34.0
d10537317,14.0
d8358662,855.0
d9779736,76.0
d11537886,11.0
d3208063,24.0
d4996101,73.0
d742358,16.0
d5433452,6.0
d5430325,13.0
d3842518,84.0
d1044837,4.0
d6480293,453.0
d3858966,5.0
d10344116,18.0
d1950874,473.0
d7623165,17.0
d8338479,nan
d8363369,4.0
d12017850,2.0
d1015487,359.0
d719476,1006.0
d12005807,8.0
d12702530,3.0
d10583176,5.0
d1894961,384.0
d8464894,nan
d2006550,30.0
d4352024,nan
d6555597,6.0
d1099421,406.0
d8413273,22.0
d8789702,71.0
d4768338,84.0
d3747829,15.0
d11661957,4.0
d804959,35.0
d1211742,112.0
d1488587,463.0
d3190988,53.0
d2163872,114.0
d9974974,nan
d4008269,50.0
d2659169,84.0
d1060335,343.0
d4942769,19.0
d1641918,8.0
d2243804,6.0
d10874688,3.0
d984117,14.0
d4366855,9.0
d11916719,nan
d8394578,6.0
d10674791,4.0
d11934714,383.0
d719490,157.0
d697921,343.0
d10404717,64.0
d7728397,3.0
d7213390,31.0
d1035454,415.0
d12542786,nan
d794378,987.0
d6558103,11.0
d1390054,74.0
d7209006,9.0
d12158176,nan
d5439107,246.0
d5949427,19.0
d3961550,157.0
d10367087,4.0
d2501654,15.0
d11812750,8.0
d1315069,235.0
d12218373,16.0
d1955767,1379.0
d3365429,46.0
d1358128,432.0
d12242272,nan
d10595163,17.0
d2299212,24.0
d12352705,8.0
d2012798,488.0
d7794226,67.0
d8491270,31.0
d10497849,8.0
d6985287,14.0
d5509303,nan
d1340172,18.0
d4291450,58.0
d3250383,119.0
d8530671,35.0
d8450326,18.0
d7233222,23.0
d2402967,47.0
d2442425,1406.0
d4431439,69.0
d8818988,22.0
d8343762,39.0
d7186376,18.0
d2006403,755.0
d8631643,7.0
d9563493,13.0
d3735341,142.0
d10782659,10.0
d4406833,115.0
d1039004,57.0
d9766274,nan
d6848056,72.0
d9596611,nan
d733260,3.0
d2010928,68.0
d8861762,148.0
d2560257,59.0
d2234950,791.0
d12786666,32.0
d4601489,35.0
d4149631,45.0
d3726994,6.0
d10072596,120.0
d12330103,15.0
d12458017,4.0
d4803221,47.0
d10699715,15.0
d11925797,49.0
d793195,668.0
d5122926,4.0
d7283845,8.0
d8566225,105.0
d719833,805.0
d3206539,256.0
d5863907,32.0
d6838994,85.0
d8447761,30.0
d8380183,191.0
d11804639,19.0
d5442988,14.0
d3358302,68.0
d8071201,1082.0
d5449751,38.0
d12221297,3.0
d6507909,6.0
d5502586,24.0
d8498075,34.0
d2663153,45.0
d10298781,33.0
d4149261,16.0
d734226,14.0
d5267617,16.0
d1336099,175.0
d12537216,2.0
d8334803,3.0
d10198322,48.0
d2173636,169.0
d2627823,3.0
d7123786,21.0
d1989966,40.0
d5423615,168.0
d2180973,177.0
d5890647,7.0
d7123784,4.0
d8601281,12.0
d4153757,9.0
d10297985,13.0
d715482,3.0
d4760413,10.0
d12157888,29.0
d1421130,136.0
d3506724,800.0
d2394389,136.0
d8764458,22.0
d12219557,4.0
d798940,45.0
d7390005,649.0
d4263070,50.0
d8630907,7.0
d6672661,112.0
d7240050,24.0
d1079741,67.0
d3709223,15.0
d850170,27.0
d4453348,nan
d10096430,6.0
d10448162,105.0
d1633388,307.0
d812369,20.0
d10351447,6.0
d4474379,25.0
d753272,3.0
d7123241,nan
d11915261,53.0
d717423,2.0
d5804401,2.0
d5558429,60.0
d10164804,215.0
d3901842,7.0
d718902,130.0
d997209,3.0
d2048562,203.0
d12050621,13.0
d997265,7.0
d3628293,29.0
d1022457,31.0
d5121450,11.0
d2014547,214.0
d11045563,27.0
d10546521,114.0
d12571253,2.0
d5779953,2.0
d2434954,4.0
d3323849,41.0
d719877,471.0
d12657457,7.0
d8180244,6.0
d1043897,24.0
d8465468,128.0
d1057083,110.0
d2311197,13.0
d7222975,8.0
d988024,2.0
d5929709,8.0
d9853613,6.0
d1014022,113.0
d9461008,54.0
d11489057,18.0
d5011155,43.0
d13294426,2.0
d6665780,2.0
d11954097,72.0
d12896141,3.0
d5038693,72.0
d13323261,nan
d4348495,91.0
d5811128,30.0
d7123644,4.0
d5795964,2.0
d4344950,12.0
d7215587,182.0
d8692585,nan
d5220147,11.0
d5959538,2.0
d10375407,3.0
d944903,111.0
d10192279,248.0
d5617546,277.0
d7123252,6.0
d13007988,4.0
d11813249,3.0
d8096866,11.0
d6878548,6.0
d9756926,164.0
d12406156,5.0
d1050549,nan
d9991537,8.0
d886759,189.0
d4054754,86.0
d5800216,14.0
d695131,nan
d8682347,nan
d10153884,406.0
d7991155,31.0
d4108178,4.0
d8300399,100.0
d911399,787.0
d7123253,nan
d2062908,343.0
d4733483,46.0
d697300,32.0
d11753783,nan
d6591688,37.0
d7612323,119.0
d8695881,2.0
d12554927,18.0
d11978116,23.0
d4769602,6.0
d12929620,2.0
d3454690,40.0
d3200440,236.0
d1048572,201.0
d10438482,6.0
d2169718,428.0
d8421343,2.0
d8564464,49.0
d10532932,5.0
d1340145,85.0
d718705,230.0
d11926850,60.0
d12030034,10.0
d983785,309.0
d2410363,335.0
d7714258,28.0
d800947,334.0
d1047970,337.0
d7097640,75.0
d3656619,2.0
d2641381,103.0
d3438883,26.0
d6943201,255.0
d8281782,19.0
d5439482,4.0
d9604640,59.0
d10120515,21.0
d1750163,109.0
d4600747,97.0
d7160009,43.0
d8305867,34.0
d3803868,21.0
d11894338,2.0
d3189406,81.0
d7341119,8.0
d5778496,9.0
d12336098,nan
d3598472,30.0
d7341794,1022.0
d3566437,2.0
d12991592,nan
d6701532,30.0
d5792222,12.0
d2211867,19.0
d4925385,5.0
d8280300,657.0
d5816926,6.0
d8462230,15.0
d10037529,6.0
d11804182,17.0
d8466751,19.0
d10377541,5.0
d11747446,4.0
d11876584,206.0
d1317114,624.0
d7593069,11.0
d8341126,nan
d3265092,196.0
d8674452,5.0
d3511763,nan
d10157957,12.0
d4581425,25.0
d10351207,6.0
d12281887,10.0
d5529388,3.0
d10748643,2.0
d8274912,6.0
d12492830,18.0
d13136328,nan
d8784420,3.0
d12532895,4.0
d2239471,23.0
d5795285,17.0
d13008588,nan
d1035612,102.0
d11962056,3.0
d8321486,69.0
d1023159,171.0
d6653221,6.0
d12858869,5.0
d3547951,15.0
d8430551,13.0
d7755549,nan
d4473794,72.0
d6706915,63.0
d8089679,10.0
d4552280,3.0
d4274493,4.0
d8516386,29.0
d8530283,9.0
d3384923,62.0
d1967662,nan
d11955280,17.0
d12524217,2.0
d3733565,91.0
d10148561,4.0
d8632714,6.0
d11945842,8.0
d4988076,13.0
d11801590,6.0
d784899,1239.0
d8490136,2.0
d1404859,246.0
d9792863,60.0
d5963762,78.0
d5449378,44.0
d2257009,197.0
d1957792,1136.0
d754356,6.0
d697471,1011.0
d13004913,nan
d938691,61.0
d7727300,15.0
d7592718,18.0
d4546389,3.0
d4036304,17.0
d1144515,18.0
d796952,58.0
d4766908,91.0
d7360791,49.0
d7361810,69.0
d968022,394.0
d13275836,4.0
d680323,299.0
d2390100,67.0
d3982877,104.0
d12607480,14.0
d966310,12.0
d12588889,14.0
d1331799,87.0
d696961,280.0
d1019785,11.0
d2264058,2.0
d719109,8.0
d4519869,nan
d3803279,446.0
d8152066,7.0
d6124631,93.0
d6415892,28.0
d8659951,37.0
d13291623,5.0
d2386389,240.0
d3491864,5.0
d6691676,1582.0
d10809895,4.0
d12289130,6.0
d7304435,87.0
d10044892,120.0
d5776220,nan
d1358938,24.0
d12430372,38.0
d10266275,19.0
d2365948,311.0
d6870918,3.0
d3186660,21.0
d1118849,316.0
d778913,225.0
d12429869,20.0
d2491589,45.0
d12321474,2.0
d13112766,3.0
d778488,82.0
d790558,95.0
d7077004,16.0
d1018950,248.0
d4559299,20.0
d1145408,14.0
d813430,8.0
d3422485,11.0
d7099480,13.0
d1233249,4.0
d3724081,89.0
d9460944,29.0
d4928113,23.0
d11842128,7.0
d4008327,3.0
d9584832,16.0
d3329609,566.0
d8683149,8.0
d697517,205.0
d3616967,64.0
d7594544,134.0
d2154460,521.0
d1997004,32.0
d697205,15.0
d7290142,65.0
d4364384,2.0
d2527335,467.0
d11712472,2.0
d5952843,2.0
d7011392,37.0
d5979332,31.0
d10487892,4.0
d3235895,28.0
d7686490,3.0
d7314539,9.0
d3505055,87.0
d3965672,22.0
d719903,128.0
d10070940,12.0
d11921719,16.0
d1389472,nan
d990772,nan
d7351901,2.0
d8133955,10.0
d4282764,24.0
d5418300,109.0
d1327139,159.0
d5609064,26.0
d10622174,7.0
d4428741,23.0
d10066926,10.0
d997536,804.0
d6761334,178.0
d12572410,10.0
d4105226,24.0
d680390,858.0
d4554187,7.0
d3598597,17.0
d2636886,146.0
d7995707,353.0
d11858049,4.0
d4915058,4.0
d3330127,3.0
d6453455,35.0
d12087888,3.0
d10497791,28.0
d7247945,33.0
d10338301,21.0
d4263526,33.0
d11994677,6.0
d6428816,8.0
d12235640,4.0
d2401909,436.0
d1937743,205.0
d5522062,2.0
d9789997,214.0
d3292315,52.0
d5981083,18.0
d8126433,53.0
d8768713,nan
d10061761,16.0
d7180087,8.0
d803843,170.0
d3600817,6.0
d8524665,483.0
d10147470,8.0
d6835118,269.0
d13073074,8.0
d3836290,57.0
d696266,731.0
d7322226,35.0
d10267135,nan
d3736250,45.0
d4009884,54.0
d8497182,9.0
d4363686,84.0
d12322388,2.0
d10389483,28.0
d2631042,609.0
d4288390,848.0
d8647784,62.0
d5800396,24.0
d12882786,40.0
d1044858,85.0
d8460536,nan
d8009031,29.0
d7341150,5.0
d6001838,36.0
d3516201,136.0
d1396524,31.0
d997943,nan
d8370154,11.0
d8288985,75.0
d12597937,nan
d4323670,15.0
d8628296,273.0
d731459,75.0
d2156563,15.0
d7653757,nan
d1495990,541.0
d7057463,18.0
d5953246,6.0
d6695414,18.0
d11789075,nan
d8297652,6.0
d948454,135.0
